video_uri,label,instance_id,time_offset,x_relative_min,y_relative_min, x_relative_max,y_relative_min,x_relative_max,y_relative_max,x_relative_min,y_relative_max
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 11.330000, 0.604731, 0.334312, , , 0.669115, 0.394261, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 11.670000, 0.604732, 0.334313, , , 0.669114, 0.394260, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 12.000000, 0.604733, 0.334322, , , 0.669107, 0.394252, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 12.330000, 0.604734, 0.334322, , , 0.669106, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 12.670000, 0.604733, 0.334322, , , 0.669107, 0.394252, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 13.000000, 0.604736, 0.334324, , , 0.669105, 0.394248, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 13.330000, 0.604736, 0.334324, , , 0.669105, 0.394246, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 13.670000, 0.604736, 0.334324, , , 0.669102, 0.394244, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 14.000000, 0.604737, 0.334322, , , 0.669104, 0.394247, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 14.330000, 0.604739, 0.334323, , , 0.669105, 0.394246, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 14.670000, 0.604737, 0.334323, , , 0.669104, 0.394247, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 15.000000, 0.604738, 0.334331, , , 0.669103, 0.394252, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 15.330000, 0.604736, 0.334330, , , 0.669104, 0.394253, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 15.670000, 0.604737, 0.334328, , , 0.669107, 0.394253, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 16.000000, 0.604738, 0.334326, , , 0.669106, 0.394249, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 16.330000, 0.604738, 0.334326, , , 0.669106, 0.394250, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 16.670000, 0.604737, 0.334326, , , 0.669107, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 17.000000, 0.604736, 0.334323, , , 0.669107, 0.394248, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 17.330000, 0.604735, 0.334322, , , 0.669108, 0.394250, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 17.670000, 0.604736, 0.334323, , , 0.669108, 0.394249, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 18.000000, 0.604744, 0.334333, , , 0.669098, 0.394243, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 18.330000, 0.604736, 0.334327, , , 0.669104, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 18.670000, 0.604739, 0.334328, , , 0.669105, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 19.000000, 0.604727, 0.334315, , , 0.669112, 0.394263, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 19.330000, 0.604727, 0.334316, , , 0.669111, 0.394263, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 19.670000, 0.604729, 0.334318, , , 0.669109, 0.394258, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 20.000000, 0.604736, 0.334325, , , 0.669110, 0.394253, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 20.330000, 0.604738, 0.334327, , , 0.669106, 0.394250, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 20.670000, 0.604737, 0.334327, , , 0.669107, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 21.000000, 0.604736, 0.334324, , , 0.669109, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 21.330000, 0.604736, 0.334323, , , 0.669109, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 21.670000, 0.604735, 0.334320, , , 0.669110, 0.394250, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 22.000000, 0.604734, 0.334321, , , 0.669106, 0.394247, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 22.330000, 0.604737, 0.334323, , , 0.669105, 0.394245, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 22.670000, 0.604738, 0.334324, , , 0.669106, 0.394246, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 23.000000, 0.604738, 0.334324, , , 0.669109, 0.394252, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 23.330000, 0.604738, 0.334324, , , 0.669110, 0.394253, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 23.670000, 0.604739, 0.334327, , , 0.669109, 0.394252, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 24.000000, 0.604737, 0.334324, , , 0.669110, 0.394255, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 24.330000, 0.604736, 0.334327, , , 0.669108, 0.394256, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 24.670000, 0.604735, 0.334327, , , 0.669107, 0.394255, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 25.000000, 0.604735, 0.334325, , , 0.669107, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 25.330000, 0.604728, 0.334314, , , 0.669105, 0.394257, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 25.670000, 0.604728, 0.334312, , , 0.669105, 0.394258, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 26.000000, 0.604725, 0.334301, , , 0.669106, 0.394262, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 26.330000, 0.604724, 0.334301, , , 0.669107, 0.394263, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 26.670000, 0.604725, 0.334304, , , 0.669106, 0.394261, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 27.000000, 0.604724, 0.334307, , , 0.669107, 0.394260, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 27.330000, 0.604725, 0.334311, , , 0.669106, 0.394259, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 27.670000, 0.604726, 0.334309, , , 0.669107, 0.394259, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 28.000000, 0.604740, 0.334317, , , 0.669109, 0.394250, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 28.330000, 0.604739, 0.334316, , , 0.669109, 0.394250, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 28.670000, 0.604738, 0.334314, , , 0.669111, 0.394251, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 29.000000, 0.604743, 0.334322, , , 0.669110, 0.394244, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 29.330000, 0.604743, 0.334322, , , 0.669110, 0.394243, , 
./videos/cut_2021-05-01-608cbadadd7281000939e28c-230BD2E55047-compressed_tracking.mp4, bowl, 1, 29.670000, 0.604743, 0.334319, , , 0.669110, 0.394242, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 0.330000, 0.522461, 0.340000, , , 0.589844, 0.415714, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 0.670000, 0.522460, 0.339998, , , 0.589845, 0.415716, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 1.000000, 0.522459, 0.339994, , , 0.589848, 0.415717, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 1.330000, 0.522459, 0.339992, , , 0.589848, 0.415716, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 1.670000, 0.522459, 0.339989, , , 0.589852, 0.415715, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 2.000000, 0.522459, 0.339989, , , 0.589852, 0.415715, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 2.330000, 0.522458, 0.339988, , , 0.589852, 0.415717, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 2.670000, 0.522451, 0.339979, , , 0.589857, 0.415726, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 3.000000, 0.522451, 0.339978, , , 0.589857, 0.415727, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 3.330000, 0.522450, 0.339977, , , 0.589858, 0.415727, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 3.670000, 0.522450, 0.339982, , , 0.589855, 0.415724, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 4.000000, 0.522450, 0.339982, , , 0.589855, 0.415724, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 4.330000, 0.522450, 0.339982, , , 0.589854, 0.415723, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 4.670000, 0.522451, 0.339983, , , 0.589850, 0.415721, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 5.000000, 0.522451, 0.339985, , , 0.589850, 0.415720, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 5.330000, 0.522450, 0.339988, , , 0.589850, 0.415723, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 5.670000, 0.522452, 0.339991, , , 0.589846, 0.415720, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 6.000000, 0.522445, 0.339981, , , 0.589852, 0.415727, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 6.330000, 0.522446, 0.339981, , , 0.589852, 0.415724, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 6.670000, 0.522449, 0.339984, , , 0.589849, 0.415724, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 7.000000, 0.522449, 0.339984, , , 0.589849, 0.415724, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 7.330000, 0.522449, 0.339985, , , 0.589850, 0.415725, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 7.670000, 0.522447, 0.339990, , , 0.589845, 0.415724, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 8.000000, 0.522447, 0.339990, , , 0.589844, 0.415724, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 8.330000, 0.522448, 0.339992, , , 0.589843, 0.415723, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 8.670000, 0.522448, 0.339992, , , 0.589843, 0.415723, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 9.000000, 0.522447, 0.339994, , , 0.589841, 0.415721, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 9.330000, 0.522447, 0.339993, , , 0.589841, 0.415721, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 9.670000, 0.522449, 0.339997, , , 0.589838, 0.415719, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 10.000000, 0.522448, 0.339996, , , 0.589839, 0.415720, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 10.330000, 0.522447, 0.339991, , , 0.589842, 0.415721, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 10.670000, 0.522444, 0.339979, , , 0.589845, 0.415722, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 11.000000, 0.522444, 0.339978, , , 0.589845, 0.415722, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 11.330000, 0.522445, 0.339980, , , 0.589845, 0.415719, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 11.670000, 0.522452, 0.339988, , , 0.589838, 0.415708, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 12.000000, 0.522452, 0.339989, , , 0.589837, 0.415709, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 12.330000, 0.522452, 0.339988, , , 0.589838, 0.415709, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 12.670000, 0.522446, 0.339985, , , 0.589841, 0.415719, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 13.000000, 0.522446, 0.339984, , , 0.589842, 0.415719, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 13.330000, 0.522446, 0.339985, , , 0.589841, 0.415718, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 13.670000, 0.522452, 0.339992, , , 0.589836, 0.415714, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 14.000000, 0.522452, 0.339991, , , 0.589837, 0.415714, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 14.330000, 0.522452, 0.339991, , , 0.589837, 0.415715, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 14.670000, 0.522460, 0.340008, , , 0.589824, 0.415702, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 15.000000, 0.522460, 0.340008, , , 0.589824, 0.415702, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 15.330000, 0.522460, 0.340009, , , 0.589823, 0.415701, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 15.670000, 0.522461, 0.340016, , , 0.589815, 0.415698, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 16.000000, 0.522461, 0.340016, , , 0.589815, 0.415699, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 16.330000, 0.522462, 0.340019, , , 0.589814, 0.415700, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 16.670000, 0.522465, 0.340016, , , 0.589817, 0.415703, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 17.000000, 0.522465, 0.340015, , , 0.589817, 0.415702, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 17.330000, 0.522464, 0.340015, , , 0.589817, 0.415702, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 17.670000, 0.522472, 0.340016, , , 0.589816, 0.415698, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 18.000000, 0.522470, 0.340013, , , 0.589816, 0.415698, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 18.330000, 0.522468, 0.340008, , , 0.589818, 0.415699, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 18.670000, 0.522467, 0.340014, , , 0.589817, 0.415704, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 19.000000, 0.522467, 0.340014, , , 0.589817, 0.415704, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 19.330000, 0.522468, 0.340015, , , 0.589817, 0.415703, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 19.670000, 0.522472, 0.340016, , , 0.589819, 0.415702, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 20.000000, 0.522470, 0.340013, , , 0.589820, 0.415705, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 20.330000, 0.522469, 0.340012, , , 0.589821, 0.415707, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 20.670000, 0.522469, 0.340011, , , 0.589821, 0.415706, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 21.000000, 0.522469, 0.340012, , , 0.589820, 0.415702, , 
./videos/cut_2021-05-01-608cc4b3dd7281000939e291-230BD2E55047-compressed_tracking.mp4, bowl, 1, 21.330000, 0.522469, 0.340012, , , 0.589820, 0.415702, , 
